Time,PLETH,CO2
0.0,0.21849604495199895,0.4125450700542785
0.01,0.3160787349699273,0.7219537210638719
0.02,0.4045139528159436,-0.0042127804553684575
0.03,0.499682697564514,0.014969822709508113
0.04,0.5290893614031876,0.05762007466754001
0.05,0.6046216551499044,-0.817116611923785
0.06,0.6433377199093953,-0.29203270587919616
0.07,0.6654125991492343,0.251568690142844
0.08,0.6819786013800366,-0.0235811324457115
0.09,0.6721792114338886,0.331569797720445
0.1,0.659557030785834,0.4696968655079716
0.11,0.6477280894860451,0.7444658921983837
0.12,0.6234731084680625,-0.5304194802628583
0.13,0.5862773807524966,0.0020732828173824353
0.14,0.558967123317785,0.14830506467807297
0.15,0.5402494297620835,-0.2673728535680277
0.16,0.5022860832539262,-0.26205714836037486
0.17,0.4874712261558774,0.4227541699371717
0.18,0.46133526503946926,0.5099209230313203
0.19,0.42339302339752666,0.6935876581810391
0.2,0.39068213409855684,-0.03291686168310071
0.21,0.38583006810539633,0.9215706459847894
0.22,0.3585280715089515,2.0201531293577206
0.23,0.3428642849084341,1.3798317800671653
0.24,0.3411630522009786,1.5524066734867636
0.25,0.3278009267523221,1.4469961190794467
0.26,0.3183615149465663,0.9437692534750207
0.27,0.2992617754738382,2.3936215604207804
0.28,0.28047823636327657,1.7410741627757784
0.29,0.2672306305678398,2.8613228420870604
0.3,0.23875062896310037,1.6738297643593425
0.31,0.248475214960991,2.9203164977221485
0.32,0.20828003569221656,2.189461143441977
0.33,0.21436553804194808,3.6061656509651465
0.34,0.18725276783940425,2.5113360576032395
0.35,0.15172843810805642,3.1509718989228404
0.36,0.14478937599976335,3.0092406126390845
0.37,0.1318314347025725,3.7964702568427207
0.38,0.08511852003982477,3.432412311931138
0.39,0.06775651847292506,4.148030492990058
0.4,0.07839879247388581,3.559224948783426
0.41,0.031058176977483407,5.2595218932295715
0.42,0.041389804348990464,4.946579019231248
0.43,0.018050453127955175,4.794536603242333
0.44,0.002049620121806709,4.992253802657124
0.45,-0.020206236794331388,5.679683938032571
0.46,-0.030974398640071024,5.488998979757378
0.47,-0.06474050534559701,6.0835931403387065
0.48,-0.08624137789187514,7.024055802780713
0.49,-0.12309402177803903,7.190341144819338
0.5,-0.13951042127158447,7.2239469723755025
0.51,-0.18502296715697938,7.355949945120457
0.52,-0.21678417786872667,7.867404730536525
0.53,-0.26148451152828056,7.161304599438048
0.54,-0.3254514527766976,8.95459678748521
0.55,-0.37297070954458905,8.789084900910249
0.56,-0.42991089619924283,8.546403131126517
0.57,-0.48717464242908015,9.149233327194354
0.58,-0.5438826115397548,9.664673141933216
0.59,-0.6334928421931724,10.321188893169522
0.6,-0.6636378135102861,11.215580499963226
0.61,-0.7653141114847158,10.498293856250973
0.62,-0.8127372616257125,11.600270717725577
0.63,-0.8606242263692923,11.883832553981685
0.64,-0.8662694189333842,11.5043873089216
0.65,-0.9042327041303536,11.892730166258747
0.66,-0.9201392836419121,12.570650927479443
0.67,-0.9014132443012999,12.907398384484111
0.68,-0.8732733638850849,13.166214462503946
0.69,-0.8298070152354964,13.383762347835143
0.7,-0.7878660717441268,13.271366676893274
0.71,-0.7170767234311967,14.3769737721689
0.72,-0.6367296991990788,15.606504582713347
0.73,-0.533669575868579,15.821632627635022
0.74,-0.43799241206003503,15.679864359881357
0.75,-0.3153250302053033,15.632782804854964
0.76,-0.21136319461365932,16.68496421863992
0.77,-0.10542502659758547,15.631284219851945
0.78,0.02511771631882591,16.85928298081633
